price,num_subscribers,num_reviews,num_lectures,content_duration,published_timestamp,subject
50,21,2,54,1.5,2017-04-14T21:55:50Z,Business Finance
100,12,4,17,2.5,2017-05-17T16:04:00Z,Business Finance
20,209,33,33,70,2014-03-07T15:13:45Z,Business Finance
0,505,43,10,1.5,2016-12-03T14:55:06Z,Business Finance
90,16,4,24,4,2015-10-23T18:19:32Z,Business Finance
20,25,1,25,6,2015-07-30T20:57:23Z,Business Finance
0,229,0,33,2,2017-05-26T16:45:55Z,Business Finance
25,6,1,27,4.5,2016-02-08T16:55:55Z,Business Finance
20,1,1,6,0.6,2017-05-04T23:05:55Z,Business Finance
50,10,1,5,1,2015-01-30T16:29:35Z,Business Finance
60,1,1,33,6,2016-12-13T20:39:39Z,Business Finance
20,34,4,9,8,2016-06-30T16:50:25Z,Business Finance
90,0,0,12,1,2017-02-08T22:15:56Z,Business Finance
20,0,0,12,0.633333333,2016-12-26T16:52:47Z,Business Finance
20,0,0,7,0.616666667,2017-02-02T16:22:37Z,Business Finance
50,0,0,6,0.533333333,2017-05-02T13:15:53Z,Business Finance
200,0,0,10,2,2017-02-15T22:34:00Z,Business Finance
100,0,0,7,1.5,2017-06-28T23:22:27Z,Business Finance
160,0,0,6,1,2016-01-06T02:38:23Z,Business Finance
20,0,0,9,1,2017-05-25T21:55:50Z,Business Finance
20,0,0,0,0,2015-12-17T05:38:38Z,Business Finance
25,0,0,27,1,2017-04-17T22:33:13Z,Business Finance
25,0,0,10,1,2016-12-15T14:56:17Z,Business Finance
50,0,0,10,1.5,2017-06-28T16:05:51Z,Business Finance
60,459,25,14,3,2013-02-17T01:48:33Z,Business Finance
60,266,20,14,3,2013-02-18T10:54:27Z,Business Finance
150,104,10,21,2,2017-02-17T05:52:41Z,Business Finance
20,1509,0,9,0.716666667,2015-09-23T17:16:11Z,Business Finance
20,212,25,14,1.5,2014-06-02T06:52:58Z,Business Finance
25,462,18,34,1,2015-07-16T00:34:53Z,Business Finance
200,90,12,35,2.5,2016-12-29T17:21:35Z,Business Finance
30,153,41,27,2,2016-05-16T21:50:20Z,Business Finance
50,1055,21,64,3.5,2014-07-11T11:40:35Z,Business Finance
20,157,13,9,2.5,2014-01-14T23:22:43Z,Business Finance
200,103,25,12,2.5,2015-12-14T18:27:08Z,Business Finance
0,1067,50,35,2,2016-12-14T21:53:28Z,Business Finance
20,58,11,28,1.5,2016-06-14T15:53:31Z,Business Finance
20,74,17,30,4.5,2016-10-12T13:50:11Z,Business Finance
0,338,7,6,1,2017-05-30T14:30:12Z,Business Finance
20,27,5,6,1,2015-08-25T16:18:04Z,Business Finance
75,76,13,77,6,2016-04-27T17:01:52Z,Business Finance
30,27,5,12,2,2015-01-09T15:35:12Z,Business Finance
20,68,10,45,2.5,2016-07-01T19:53:20Z,Business Finance
20,112,18,33,2,2016-02-22T15:20:36Z,Business Finance
20,72,17,37,1.5,2016-01-08T18:06:39Z,Business Finance
145,335,16,26,1.5,2015-12-16T16:51:50Z,Business Finance
200,22,5,18,3.5,2017-03-11T00:58:58Z,Business Finance
30,41,3,37,3,2016-05-25T16:12:15Z,Business Finance
20,1,0,31,7.5,2017-04-23T22:07:02Z,Business Finance
30,16,0,23,3,2013-04-23T13:07:51Z,Business Finance
25,3,0,10,1,2017-05-03T16:42:34Z,Business Finance
45,4,0,7,1,2016-06-03T22:38:05Z,Business Finance
35,2,0,127,31.5,2017-01-18T18:52:11Z,Business Finance
20,12,1,6,0.533333333,2013-12-05T20:10:14Z,Business Finance
20,10,1,12,1.5,2014-01-20T21:56:35Z,Business Finance
20,12,1,11,1.5,2013-06-28T16:41:04Z,Business Finance
20,5,2,59,2,2015-08-23T20:13:45Z,Business Finance
20,1,0,13,3,2017-03-27T19:59:34Z,Business Finance
95,2,0,59,4.5,2017-05-22T23:58:16Z,Business Finance
20,9,0,13,1.5,2015-03-29T18:18:33Z,Business Finance
35,42,2,13,1.5,2015-02-13T09:56:58Z,Business Finance
30,110,6,25,4,2014-07-21T10:31:02Z,Business Finance
35,420,2,14,1,2014-11-19T00:34:25Z,Business Finance
50,206,13,50,10,2015-09-15T21:56:38Z,Business Finance
60,164,3,22,1.5,2016-09-25T18:41:49Z,Business Finance
30,69,2,16,1,2013-07-15T17:20:29Z,Business Finance
20,28,2,26,2.5,2015-07-24T20:42:34Z,Business Finance
20,90,4,15,0.633333333,2016-10-11T19:36:43Z,Business Finance
20,13,2,17,1.5,2016-05-05T16:50:07Z,Business Finance
20,31,2,5,1,2013-11-28T01:07:56Z,Business Finance
50,13,2,98,0.516666667,2016-01-19T18:20:04Z,Business Finance
0,2119,111,54,2,2015-10-28T18:25:41Z,Business Finance
25,136,28,21,3,2016-05-16T21:40:10Z,Business Finance
20,797,15,16,3,2013-12-24T04:53:53Z,Business Finance
180,503,43,286,29.5,2015-04-26T23:46:55Z,Business Finance
95,1150,6,27,2.5,2015-05-25T23:32:56Z,Business Finance
20,1403,6,14,2,2015-06-01T21:48:13Z,Business Finance
20,916,6,23,6.5,2014-12-11T06:00:27Z,Business Finance
20,627,5,27,1,2015-10-17T05:44:17Z,Business Finance
200,168,7,27,2,2017-01-23T05:18:48Z,Business Finance
0,2554,20,10,1,2017-03-09T04:55:24Z,Business Finance
30,120,17,19,2,2016-07-26T20:26:58Z,Business Finance
20,750,13,28,2.5,2016-05-05T19:34:08Z,Business Finance
50,217,19,9,2,2015-01-08T17:52:16Z,Business Finance
50,106,13,12,1,2016-02-24T18:44:24Z,Business Finance
50,397,4,36,3,2015-11-23T19:16:33Z,Business Finance
20,44,3,8,1,2015-03-26T18:20:18Z,Business Finance
50,30,3,6,1,2015-08-13T21:52:16Z,Business Finance
20,95,3,20,1,2017-02-02T03:58:36Z,Business Finance
95,55,9,15,1,2016-03-29T17:23:29Z,Business Finance
100,94,15,9,1,2015-01-08T17:40:22Z,Business Finance
20,578,7,34,6,2014-05-19T04:02:10Z,Business Finance
20,393,5,34,5,2015-09-15T20:48:19Z,Business Finance
20,116,6,12,3,2014-08-28T15:02:35Z,Business Finance
0,1888,42,25,2,2015-12-17T05:22:24Z,Business Finance
45,412,19,74,13,2013-10-10T22:02:48Z,Business Finance
200,40,7,26,1.5,2017-02-22T05:37:40Z,Business Finance
40,222,12,35,3,2016-02-17T17:55:46Z,Business Finance
30,831,1,13,2,2014-04-14T11:27:09Z,Business Finance
50,485,24,20,3.5,2014-03-11T18:08:54Z,Business Finance
20,232,7,17,1,2014-09-20T08:26:56Z,Business Finance
20,135,20,24,4,2014-11-08T13:48:00Z,Business Finance
40,61,16,22,2.5,2015-07-16T20:51:43Z,Business Finance
20,61,3,27,5,2015-07-09T00:07:44Z,Business Finance
50,874,2,120,13.5,2014-12-27T11:10:19Z,Business Finance
50,22,5,60,2.5,2015-08-03T22:46:45Z,Business Finance
0,5597,76,11,1,2013-02-16T16:08:05Z,Business Finance
20,261,2,35,2.5,2013-12-26T12:41:50Z,Business Finance
50,83,4,19,0.683333333,2014-03-10T21:49:34Z,Business Finance
50,152,6,14,3.5,2015-04-08T18:11:52Z,Business Finance
20,176,2,12,2.5,2016-06-07T01:34:54Z,Business Finance
35,8,4,10,0.666666667,2017-04-20T22:15:19Z,Business Finance
20,327,1,12,0.45,2015-03-27T17:16:21Z,Business Finance
95,264,0,79,3,2015-10-08T17:04:03Z,Business Finance
20,15,4,36,4.5,2017-05-01T22:58:40Z,Business Finance
35,104,2,16,1.5,2014-07-31T20:25:42Z,Business Finance
40,71,3,19,1.5,2014-07-22T19:08:41Z,Business Finance
110,26,6,49,4,2014-09-21T04:58:16Z,Business Finance
20,11,2,28,6.5,2017-04-03T16:53:57Z,Business Finance
20,1294,7,58,5.5,2013-08-28T03:28:52Z,Business Finance
95,32,7,7,0.516666667,2013-08-29T15:44:46Z,Business Finance
135,313,16,25,2.5,2016-11-28T17:21:07Z,Business Finance
50,635,4,6,0.683333333,2016-03-22T20:47:21Z,Business Finance
30,1311,2,12,1.5,2015-05-22T23:32:56Z,Business Finance
70,288,9,13,1,2016-01-25T18:11:00Z,Business Finance
200,97,18,29,3,2016-03-10T23:45:35Z,Business Finance
20,53,16,7,1,2016-07-04T18:47:36Z,Business Finance
40,1102,3,14,0.566666667,2014-12-24T21:50:11Z,Business Finance
195,57,11,18,1,2016-05-16T21:38:56Z,Business Finance
50,694,35,27,4.5,2014-03-11T17:06:53Z,Business Finance
50,137,14,21,3,2015-03-29T21:12:54Z,Business Finance
115,12,1,25,2.5,2016-11-01T15:47:26Z,Business Finance
20,18,0,6,1.5,2017-02-24T16:33:34Z,Business Finance
20,170,0,16,1.5,2014-02-24T13:53:23Z,Business Finance
50,119,0,27,5,2015-02-26T10:06:11Z,Business Finance
0,2058,22,6,0.6,2014-07-05T19:43:15Z,Business Finance
25,35,2,28,4,2014-06-17T22:18:21Z,Business Finance
50,40,1,27,2.5,2015-08-05T17:19:03Z,Business Finance
150,13,0,19,2,2016-09-21T19:07:06Z,Business Finance
20,4,0,29,7,2017-04-06T23:30:07Z,Business Finance
20,71,1,5,1,2013-08-12T14:20:49Z,Business Finance
20,71,1,5,1,2013-08-12T13:31:41Z,Business Finance
200,6,0,39,2.5,2017-03-29T16:19:49Z,Business Finance
35,1,0,130,31.5,2017-02-07T00:16:24Z,Business Finance
40,5,0,48,5.5,2015-11-13T17:43:47Z,Business Finance
50,1,0,6,0.533333333,2017-02-26T21:59:25Z,Business Finance
20,4,1,6,1,2015-11-02T20:23:54Z,Business Finance
20,10,0,7,5.5,2013-06-03T15:35:46Z,Business Finance
45,6,0,12,2,2014-06-27T15:15:12Z,Business Finance
25,2,0,34,2.5,2017-01-02T14:58:36Z,Business Finance
20,2,0,24,2,2016-05-23T06:21:40Z,Business Finance
50,2,1,27,3.5,2016-04-07T15:15:10Z,Business Finance
50,2,0,22,2,2016-04-07T14:59:39Z,Business Finance
35,6,0,7,1,2016-11-18T14:51:43Z,Business Finance
30,2,1,10,1.5,2016-06-28T17:51:41Z,Business Finance
170,206,39,39,6.5,2016-03-12T04:31:12Z,Business Finance
20,313,14,25,1,2015-07-05T17:54:35Z,Business Finance
20,193,19,14,1,2014-12-17T12:50:58Z,Business Finance
30,66,16,11,1,2015-04-09T18:14:44Z,Business Finance
30,270,22,24,3.5,2015-08-14T19:29:24Z,Business Finance
20,139,36,29,2,2016-06-09T15:18:03Z,Business Finance
35,77,5,28,2,2017-04-26T05:08:15Z,Business Finance
195,225,41,33,5,2016-03-30T01:44:45Z,Business Finance
150,23,6,25,1.5,2016-03-10T22:29:13Z,Business Finance
0,4876,210,36,4.5,2014-09-11T02:28:27Z,Business Finance
20,244,13,21,2.5,2015-06-16T16:31:01Z,Business Finance
0,1278,200,13,1.5,2016-11-03T13:44:03Z,Business Finance
85,31,5,40,10.5,2015-11-26T05:26:14Z,Business Finance
75,8,0,45,6,2017-06-14T16:32:26Z,Business Finance
45,40,6,18,1,2013-05-16T10:03:47Z,Business Finance
25,9,5,9,2,2016-04-01T21:22:52Z,Business Finance
20,45,2,49,8.5,2014-10-14T17:33:27Z,Business Finance
80,13,3,12,0.733333333,2017-03-13T23:49:47Z,Business Finance
200,4,1,40,8.5,2017-05-29T23:47:21Z,Business Finance
150,20,5,29,2,2016-02-25T19:57:33Z,Business Finance
20,9,2,25,3,2016-05-26T21:11:53Z,Business Finance
85,29,3,24,0.65,2016-11-28T17:50:49Z,Business Finance
20,6,2,13,1.5,2015-11-12T04:52:21Z,Business Finance
45,7,1,27,3.5,2017-05-31T17:02:09Z,Business Finance
25,859,49,23,2,2017-03-31T17:41:24Z,Business Finance
30,5983,135,7,0.616666667,2015-10-06T20:05:20Z,Business Finance
200,1673,547,40,5.5,2015-08-10T18:43:10Z,Business Finance
115,1284,230,45,4.5,2016-01-29T01:16:05Z,Business Finance
30,394,109,73,5.5,2017-02-06T13:59:35Z,Business Finance
45,689,145,16,2,2016-08-22T14:42:20Z,Business Finance
130,649,37,29,1.5,2017-05-01T21:29:37Z,Business Finance
140,187,47,38,3,2017-03-07T00:23:20Z,Business Finance
30,1798,40,15,1.5,2015-01-27T20:20:34Z,Business Finance
20,465,51,28,1,2016-09-12T21:20:45Z,Business Finance
140,813,94,52,5,2015-10-05T16:19:45Z,Business Finance
20,326,23,14,1,2016-09-12T21:20:48Z,Business Finance
85,26,1,17,2,2016-05-17T19:10:41Z,Business Finance
20,26,3,14,1,2016-01-26T22:07:31Z,Business Finance
20,28,3,14,1,2015-04-01T18:09:44Z,Business Finance
25,122,2,36,7.5,2014-11-18T18:43:41Z,Business Finance
40,149,0,49,4.5,2015-03-08T22:31:50Z,Business Finance
20,205,1,5,1,2014-02-11T18:08:38Z,Business Finance
100,11,0,121,11,2017-04-13T00:20:15Z,Business Finance
175,3,0,27,1,2017-07-04T22:23:09Z,Business Finance
40,108,2,37,3.5,2015-08-04T18:45:56Z,Business Finance
20,8,1,8,1,2017-04-17T16:33:31Z,Business Finance
25,9,3,13,1.5,2013-10-02T05:31:08Z,Business Finance
20,16,1,11,2,2017-03-24T22:25:11Z,Business Finance
195,11,0,45,4.5,2016-09-22T16:40:03Z,Business Finance
200,12,0,20,2,2016-10-18T18:51:48Z,Business Finance
20,11,0,19,4,2016-06-20T21:49:39Z,Business Finance
50,2,0,8,1.5,2017-06-23T22:05:17Z,Business Finance
50,9,4,6,0.666666667,2016-10-16T21:15:15Z,Business Finance
35,15,1,12,1,2016-06-27T21:19:23Z,Business Finance
25,7,1,13,1,2017-03-06T23:59:02Z,Business Finance
20,27,2,10,1,2014-09-22T04:32:37Z,Business Finance
30,5,2,51,5,2017-02-02T17:03:27Z,Business Finance
30,3,0,41,8.5,2017-05-03T16:14:01Z,Business Finance
55,5,0,11,1,2017-04-17T22:33:36Z,Business Finance
200,5,0,10,2,2017-01-19T16:37:27Z,Business Finance
20,132,9,9,1,2015-11-23T18:56:57Z,Business Finance
30,112,16,42,4,2013-12-11T15:06:56Z,Business Finance
125,285,6,18,1.5,2015-10-26T17:50:47Z,Business Finance
25,91,11,35,8.5,2014-01-29T09:35:29Z,Business Finance
35,32,3,46,3,2017-04-19T06:53:19Z,Business Finance
0,2740,306,10,2,2016-04-02T01:46:55Z,Business Finance
20,59,11,7,1.5,2015-02-25T15:13:13Z,Business Finance
20,16,4,27,4.5,2017-03-27T16:45:29Z,Business Finance
85,22,5,47,5,2017-05-18T22:31:23Z,Business Finance
25,15,2,14,2,2016-12-10T01:25:07Z,Business Finance
0,1059,96,9,1.5,2016-04-21T19:07:16Z,Business Finance
70,187,3,53,7,2016-12-14T20:18:45Z,Business Finance
100,0,0,13,3.5,2017-07-03T21:39:13Z,Business Finance
40,0,0,35,5.5,2017-07-02T14:29:35Z,Business Finance
50,0,0,9,1.5,2017-06-28T21:58:15Z,Business Finance
75,0,0,13,2.5,2017-06-29T22:04:17Z,Business Finance
0,1089,50,27,3,2016-01-13T22:06:39Z,Business Finance
0,743,0,7,1,2017-06-06T14:13:15Z,Business Finance
0,1362,7,13,3,2014-02-06T03:58:39Z,Business Finance
0,405,3,22,1,2016-04-11T20:44:34Z,Business Finance
0,1168,9,5,0.666666667,2014-04-09T08:38:41Z,Business Finance
0,16,0,15,1.5,2017-07-06T19:47:16Z,Business Finance
25,3840,296,33,1.5,2017-02-21T17:14:03Z,Business Finance
20,7183,819,14,1,2017-01-19T23:51:32Z,Business Finance
195,483,10,40,3.5,2015-11-06T16:18:48Z,Business Finance
45,172,48,15,1,2017-05-24T18:05:36Z,Business Finance
65,256,29,39,3.5,2016-03-06T23:27:44Z,Business Finance
20,1542,1,24,2,2015-04-20T18:33:40Z,Business Finance
95,64,7,44,8.5,2017-05-03T22:09:03Z,Business Finance
30,384,40,44,10.5,2015-08-27T00:02:29Z,Business Finance
0,3014,19,15,1,2017-01-03T05:58:06Z,Business Finance
40,454,52,39,2,2015-01-09T19:32:53Z,Business Finance
50,312,24,37,5.5,2014-12-18T21:53:53Z,Business Finance
40,315,28,19,2,2015-08-11T21:24:32Z,Business Finance
200,609,32,33,2.5,2016-01-12T17:07:39Z,Business Finance
195,207,19,11,1.5,2016-04-29T23:25:42Z,Business Finance
200,399,15,15,1,2016-08-19T19:12:04Z,Business Finance
50,1175,92,75,12.5,2013-01-15T02:01:23Z,Business Finance
20,543,14,11,0.6,2016-06-21T03:14:09Z,Business Finance
25,1634,142,46,7,2012-10-01T09:46:23Z,Business Finance
195,1013,128,32,14,2014-03-27T07:14:55Z,Business Finance
200,319,19,12,1,2016-11-17T00:37:02Z,Business Finance
200,1125,11,18,1.5,2016-01-28T23:03:11Z,Business Finance
0,2481,71,26,1.5,2016-08-22T18:10:12Z,Business Finance
100,1006,14,17,1.5,2016-09-03T03:46:23Z,Business Finance
20,1044,8,16,2,2015-12-17T21:50:23Z,Business Finance
200,1240,17,20,2.5,2016-01-15T23:53:00Z,Business Finance
115,504,5,32,1.5,2017-03-23T16:23:33Z,Business Finance
200,15,1,56,3,2017-06-28T17:44:56Z,Business Finance
200,358,8,21,2.5,2015-11-11T01:16:13Z,Business Finance
50,80,10,27,5.5,2015-06-16T00:09:26Z,Business Finance
150,133,3,158,17.5,2016-12-29T15:07:43Z,Business Finance
20,207,8,30,3.5,2014-01-27T21:44:25Z,Business Finance
50,426,17,16,2.5,2014-03-11T15:48:52Z,Business Finance
20,45,10,47,4.5,2016-06-29T14:53:51Z,Business Finance
50,1280,1,27,8.5,2014-05-09T09:48:53Z,Business Finance
35,142,4,18,1,2014-06-30T17:05:14Z,Business Finance
40,188,7,48,6.5,2014-02-27T17:58:02Z,Business Finance
20,718,5,28,2,2015-01-31T13:53:48Z,Business Finance
20,293,14,59,8,2014-03-22T22:56:09Z,Business Finance
35,93,13,49,5,2016-08-17T04:53:31Z,Business Finance
180,894,62,241,17.5,2014-07-12T11:00:16Z,Business Finance
50,353,21,17,1.5,2016-02-03T04:10:53Z,Business Finance
40,829,78,50,8.5,2013-09-15T15:06:02Z,Business Finance
50,1195,3,7,2,2015-01-12T00:55:49Z,Business Finance
95,335,25,29,1.5,2015-11-27T17:38:51Z,Business Finance
40,500,45,34,4,2015-04-26T19:26:45Z,Business Finance
40,159,16,13,1,2016-02-17T19:07:59Z,Business Finance
50,739,54,24,4.5,2014-03-11T16:29:50Z,Business Finance
20,87,22,86,4,2015-09-01T18:36:10Z,Business Finance
200,185,36,25,2.5,2016-10-25T02:14:44Z,Business Finance
20,741,4,22,2,2016-01-03T22:45:32Z,Business Finance
20,576,1,14,1,2014-07-09T09:41:36Z,Business Finance
25,1046,5,26,3,2013-05-19T01:51:44Z,Business Finance
20,486,3,14,3,2015-09-23T18:07:30Z,Business Finance
200,52,8,21,1.5,2016-10-29T21:56:38Z,Business Finance
20,106,14,24,0.566666667,2015-04-20T21:17:15Z,Business Finance
50,38,7,17,8,2013-07-23T20:28:06Z,Business Finance
65,32,6,30,4,2015-12-01T18:38:53Z,Business Finance
50,171,8,21,3,2014-03-11T16:26:48Z,Business Finance
50,79,5,36,1,2014-09-05T04:38:45Z,Business Finance
195,397,4,54,3.5,2015-08-27T23:35:24Z,Business Finance
20,85,5,17,1.5,2014-08-02T17:13:03Z,Business Finance
0,1696,22,11,0.633333333,2016-03-25T15:32:02Z,Business Finance
20,201,46,19,2.5,2016-11-11T15:53:07Z,Business Finance
30,1235,31,15,2.5,2015-01-23T20:22:18Z,Business Finance
50,137,39,27,1.5,2016-11-10T15:10:05Z,Business Finance
20,384,37,18,0.716666667,2016-09-12T21:20:46Z,Business Finance
20,103,3,18,1,2017-06-27T05:51:44Z,Business Finance
40,379,60,60,2,2016-08-18T01:05:49Z,Business Finance
100,1573,122,43,5.5,2015-02-17T02:52:02Z,Business Finance
85,150,28,19,2.5,2017-01-20T14:57:34Z,Business Finance
90,48,12,18,2.5,2017-05-05T16:58:52Z,Business Finance
25,781,7,8,0.65,2016-10-28T13:39:57Z,Business Finance
55,952,77,53,3,2014-12-10T00:53:21Z,Business Finance
40,612,46,72,3,2016-06-06T17:43:52Z,Business Finance
0,1819,45,15,1.5,2016-09-21T19:16:59Z,Business Finance
35,551,22,34,1.5,2015-09-27T16:52:26Z,Business Finance
20,788,3,15,0.633333333,2014-12-14T03:18:45Z,Business Finance
25,408,3,16,1.5,2016-04-05T18:55:57Z,Business Finance
180,944,44,187,13,2014-06-25T15:09:12Z,Business Finance
20,323,30,11,0.616666667,2014-11-01T04:10:48Z,Business Finance
50,101,0,31,6,2017-05-25T17:41:10Z,Business Finance
20,984,3,41,4,2016-03-02T18:19:36Z,Business Finance
20,89,23,10,1,2016-07-09T20:50:29Z,Business Finance
25,129,21,8,0.566666667,2016-03-18T17:32:03Z,Business Finance
50,249,46,28,5,2016-06-20T22:09:31Z,Business Finance
20,75,8,23,2,2016-08-17T17:04:54Z,Business Finance
150,2252,240,111,21,2016-06-20T15:31:48Z,Graphic Design
95,462,50,86,12,2017-05-02T16:41:21Z,Graphic Design
150,1720,40,27,1.5,2017-02-23T21:40:39Z,Graphic Design
20,390,44,15,1,2017-06-13T20:41:14Z,Graphic Design
200,4297,337,110,7.5,2015-10-01T21:40:39Z,Graphic Design
200,1076,15,15,1,2017-05-22T22:53:46Z,Graphic Design
180,9367,104,21,2,2017-03-21T19:00:13Z,Graphic Design
65,8901,424,85,62,2012-11-21T22:03:54Z,Graphic Design
25,4235,427,20,1.5,2014-10-16T19:30:01Z,Graphic Design
20,14440,182,26,3,2015-08-13T21:17:34Z,Graphic Design
200,12340,124,46,2.5,2017-03-07T03:54:27Z,Graphic Design
195,2027,11,9,0.5,2017-04-18T19:40:57Z,Graphic Design
0,381,24,7,0.6,2015-08-31T20:52:45Z,Graphic Design
0,69,6,25,3.5,2017-04-24T16:44:12Z,Graphic Design
0,21,0,18,1,2017-06-22T15:01:32Z,Graphic Design
200,15276,1740,65,8,2016-05-13T00:03:03Z,Graphic Design
150,26742,2379,62,11,2017-01-23T00:20:05Z,Graphic Design
200,5326,447,150,11.5,2017-01-12T16:56:22Z,Graphic Design
200,36288,737,63,5,2016-06-09T01:57:03Z,Graphic Design
95,15500,754,65,68.5,2013-10-16T11:37:30Z,Graphic Design
75,7282,1629,42,3.5,2015-01-03T08:21:48Z,Graphic Design
30,10875,650,41,2.5,2012-07-25T13:41:42Z,Graphic Design
200,8196,479,85,6.5,2015-08-18T18:56:04Z,Graphic Design
150,1360,175,79,9,2017-01-25T22:07:38Z,Graphic Design
95,6858,382,41,3.5,2015-11-09T21:17:04Z,Graphic Design
200,18303,202,54,3.5,2016-07-23T00:41:07Z,Graphic Design
150,1789,102,57,3,2017-02-07T18:09:03Z,Graphic Design
195,293,5,18,1,2016-11-15T14:40:56Z,Graphic Design
20,662,5,21,1,2016-05-09T01:17:58Z,Graphic Design
30,1279,3,33,1.5,2015-10-21T00:07:15Z,Graphic Design
20,1080,6,35,3,2015-02-26T15:24:08Z,Graphic Design
50,120,10,29,3.5,2017-04-24T18:55:28Z,Graphic Design
20,1085,76,10,1,2013-07-17T18:18:02Z,Graphic Design
25,447,2,10,1,2016-11-24T21:56:58Z,Graphic Design
20,372,21,10,0.6,2012-04-23T21:13:00Z,Graphic Design
50,721,7,35,5,2016-03-28T17:56:10Z,Graphic Design
150,736,50,44,7.5,2016-03-20T21:38:48Z,Graphic Design
30,114,24,50,3.5,2016-10-18T17:09:56Z,Graphic Design
25,331,24,9,1,2015-11-16T20:17:05Z,Graphic Design
20,0,0,9,0.616666667,2014-04-15T21:48:55Z,Graphic Design
30,0,0,9,1,2017-05-17T19:19:18Z,Graphic Design
25,0,0,29,6,2017-06-30T05:48:57Z,Graphic Design
20,0,0,8,2,2014-03-31T20:31:04Z,Graphic Design
20,0,0,14,1,2017-03-08T18:05:51Z,Graphic Design
20,0,0,10,1,2014-04-15T21:52:12Z,Graphic Design
20,0,0,12,0.566666667,2016-06-08T16:02:39Z,Graphic Design
20,0,0,11,1,2017-03-24T20:06:57Z,Graphic Design
0,217,2,21,3,2017-05-28T16:17:36Z,Graphic Design
0,334,26,27,1,2016-07-07T21:15:34Z,Graphic Design
0,817,42,18,5,2015-10-09T23:42:33Z,Graphic Design
0,637,21,22,2.5,2016-01-14T18:52:21Z,Graphic Design
185,2358,28,12,1,2017-02-21T17:43:34Z,Graphic Design
20,3721,95,46,6.5,2017-02-04T05:52:17Z,Graphic Design
100,1148,26,42,2,2017-05-01T18:32:43Z,Graphic Design
50,2489,39,16,2,2017-03-01T21:54:39Z,Graphic Design
30,1782,18,10,1,2017-04-05T20:39:33Z,Graphic Design
200,6975,122,29,2.5,2015-06-05T21:37:33Z,Graphic Design
25,9464,329,43,2,2015-12-21T18:57:07Z,Graphic Design
20,2044,17,15,1.5,2017-05-09T16:40:58Z,Graphic Design
20,5787,40,21,2,2017-04-27T23:39:34Z,Graphic Design
20,25277,311,16,1,2015-01-05T10:43:48Z,Graphic Design
200,6944,30,24,1,2017-02-01T15:44:11Z,Graphic Design
200,6028,205,20,2.5,2015-07-29T18:35:20Z,Graphic Design
20,5104,437,26,1,2015-09-08T17:29:12Z,Graphic Design
150,2476,466,96,11,2015-12-29T20:10:55Z,Graphic Design
150,3000,470,134,12,2015-01-30T17:41:47Z,Graphic Design
200,185,10,94,17.5,2017-05-24T17:02:19Z,Graphic Design
45,418,85,71,11,2017-03-03T20:08:35Z,Graphic Design
45,431,99,80,7.5,2016-11-21T17:19:01Z,Graphic Design
30,23,2,20,3,2017-07-03T01:36:55Z,Graphic Design
80,126,18,119,13,2017-05-04T06:11:39Z,Graphic Design
0,3329,193,33,3.5,2017-05-31T23:16:00Z,Graphic Design
60,720,220,82,12.5,2016-06-29T16:37:18Z,Graphic Design
0,800,39,24,2.5,2017-05-22T09:58:21Z,Graphic Design
0,1477,3,13,0.65,2017-06-26T19:37:58Z,Graphic Design
190,1552,11,27,2.5,2015-11-04T18:38:17Z,Graphic Design
20,1076,11,15,2.5,2015-11-11T18:54:16Z,Graphic Design
95,1016,5,25,1.5,2016-03-17T16:47:34Z,Graphic Design
200,919,57,56,5.5,2015-02-20T00:15:41Z,Graphic Design
75,1224,10,15,1.5,2015-04-20T18:03:34Z,Graphic Design
45,774,39,35,2.5,2015-04-08T16:57:23Z,Graphic Design
120,715,16,20,1,2015-11-06T17:27:45Z,Graphic Design
20,1768,20,14,0.683333333,2015-06-03T18:11:41Z,Graphic Design
95,2555,28,55,6,2012-09-04T02:21:04Z,Graphic Design
25,426,63,28,3,2016-05-27T19:39:14Z,Graphic Design
0,3108,27,28,2.5,2016-08-12T17:34:45Z,Graphic Design
30,276,54,27,1.5,2015-10-15T22:29:00Z,Graphic Design
40,390,6,8,0.7,2017-04-04T15:03:18Z,Graphic Design
0,6754,109,20,1,2016-02-11T22:05:05Z,Graphic Design
0,5086,197,12,1,2016-08-27T19:02:40Z,Graphic Design
50,1146,41,5,0.55,2016-04-06T20:26:56Z,Graphic Design
0,47811,1041,22,2.5,2012-05-09T18:14:57Z,Graphic Design
20,1564,103,9,2,2013-10-09T00:45:01Z,Graphic Design
100,739,12,15,1.5,2016-08-19T00:52:30Z,Graphic Design
40,1029,52,26,4,2016-09-26T17:24:45Z,Graphic Design
0,2665,20,8,0.566666667,2016-12-22T17:10:35Z,Graphic Design
105,1079,172,35,5,2015-08-21T22:22:39Z,Graphic Design
30,1440,16,14,1.5,2015-11-03T18:49:10Z,Graphic Design
25,1401,30,12,0.7,2016-09-12T19:15:36Z,Graphic Design
40,2634,92,25,10,2012-04-04T02:24:51Z,Graphic Design
95,1046,12,28,1,2016-04-15T18:02:17Z,Graphic Design
95,505,88,78,11.5,2016-05-17T20:06:37Z,Graphic Design
95,827,50,39,2.5,2015-07-14T16:07:03Z,Graphic Design
0,8786,245,11,1,2015-10-04T19:36:34Z,Graphic Design
40,253,1,14,1,2017-05-23T22:39:46Z,Graphic Design
